trade_date,close,decision,reason,position_state,entry_date,entry_price,structural_stop
2021-09-05,599.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-09-06,597.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-09-07,598.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-09-08,599.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-09-09,598.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-09-12,598.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-09-13,600.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-09-14,601.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-09-15,601.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-09-16,601.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-09-19,601.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-09-20,601.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-09-21,598.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-09-22,600.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-09-23,602.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-09-26,600.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-09-27,601.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-09-28,599.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-09-29,600.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-09-30,599.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-10-03,600.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-10-04,601.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-10-05,600.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-10-06,601.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-10-07,599.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-10-10,600.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-10-11,600.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-10-12,598.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-10-13,600.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-10-14,599.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-10-17,599.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-10-18,599.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-10-19,600.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-10-20,600.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-10-24,602.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-10-25,597.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-10-26,594.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-10-27,595.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-10-28,596.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-10-31,599.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-11-01,597.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-11-02,600.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-11-03,598.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-11-04,596.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-11-07,599.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-11-08,598.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-11-09,597.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-11-10,597.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-11-11,603.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-11-14,598.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-11-15,596.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-11-16,595.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-11-17,596.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-11-18,596.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-11-21,597.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-11-22,593.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-11-23,594.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-11-24,591.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-11-25,590.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-11-28,583.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-11-29,586.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-11-30,569.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-12-01,585.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-12-02,585.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-12-05,587.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-12-06,580.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-12-07,584.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-12-08,588.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-12-09,599.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-12-12,596.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-12-13,593.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-12-14,592.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-12-15,598.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-12-16,595.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-12-19,592.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-12-20,596.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-12-21,597.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-12-22,595.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-12-23,594.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-12-26,595.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-12-27,597.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-12-28,599.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-12-29,598.0,WAIT,no qualifying breakout,NO_POSITION,,,
2021-12-30,595.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-01-03,598.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-01-04,599.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-01-05,601.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-01-06,597.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-01-09,597.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-01-10,599.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-01-11,600.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-01-12,600.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-01-13,603.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-01-16,598.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-01-17,599.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-01-18,596.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-01-19,596.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-01-20,595.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-01-23,596.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-01-24,598.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-01-25,597.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-01-26,597.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-01-27,596.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-01-30,594.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-01-31,599.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-02-01,598.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-02-02,598.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-02-03,601.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-02-06,609.0,BUY,"fresh 40-session high, close 609.000 broke ceiling 605.000",IN_POSITION,2022-02-06,609.0,592.9839196949241
2022-02-07,613.0,HOLD,close 613.000 above trailing stop 596.378,IN_POSITION,2022-02-06,609.0,596.377925431001
2022-02-08,616.0,HOLD,close 616.000 above trailing stop 598.815,IN_POSITION,2022-02-06,609.0,598.8152164716438
2022-02-09,615.0,HOLD,close 615.000 above trailing stop 599.043,IN_POSITION,2022-02-06,609.0,599.0427010093836
2022-02-10,615.0,HOLD,close 615.000 above trailing stop 599.043,IN_POSITION,2022-02-06,609.0,599.0427010093836
2022-02-13,606.0,HOLD,close 606.000 above trailing stop 599.043,IN_POSITION,2022-02-06,609.0,599.0427010093836
2022-02-14,612.0,HOLD,close 612.000 above trailing stop 599.043,IN_POSITION,2022-02-06,609.0,599.0427010093836
2022-02-15,612.0,HOLD,close 612.000 above trailing stop 599.043,IN_POSITION,2022-02-06,609.0,599.0427010093836
2022-02-16,628.0,HOLD,close 628.000 above trailing stop 604.974,IN_POSITION,2022-02-06,609.0,604.9741366801724
2022-02-17,630.0,HOLD,close 630.000 above trailing stop 606.869,IN_POSITION,2022-02-06,609.0,606.8688412030172
2022-02-20,628.0,HOLD,close 628.000 above trailing stop 607.271,IN_POSITION,2022-02-06,609.0,607.2710668313731
2022-02-21,624.0,HOLD,close 624.000 above trailing stop 607.645,IN_POSITION,2022-02-06,609.0,607.6445620577036
2022-02-22,619.0,HOLD,close 619.000 above trailing stop 607.645,IN_POSITION,2022-02-06,609.0,607.6445620577036
2022-02-23,619.0,HOLD,close 619.000 above trailing stop 607.849,IN_POSITION,2022-02-06,609.0,607.8491376926117
2022-02-24,620.0,HOLD,close 620.000 above trailing stop 607.849,IN_POSITION,2022-02-06,609.0,607.8491376926117
2022-03-02,630.0,HOLD,close 630.000 above trailing stop 607.849,IN_POSITION,2022-02-06,609.0,607.8491376926117
2022-03-03,638.0,HOLD,close 638.000 above trailing stop 611.909,IN_POSITION,2022-02-06,609.0,611.9089123581152
2022-03-06,632.0,HOLD,close 632.000 above trailing stop 611.909,IN_POSITION,2022-02-06,609.0,611.9089123581152
2022-03-07,628.0,HOLD,close 628.000 above trailing stop 611.909,IN_POSITION,2022-02-06,609.0,611.9089123581152
2022-03-08,630.0,HOLD,close 630.000 above trailing stop 612.028,IN_POSITION,2022-02-06,609.0,612.0283820884763
2022-03-09,626.0,HOLD,close 626.000 above trailing stop 612.028,IN_POSITION,2022-02-06,609.0,612.0283820884763
2022-03-10,633.0,HOLD,close 633.000 above trailing stop 612.028,IN_POSITION,2022-02-06,609.0,612.0283820884763
2022-03-13,629.0,HOLD,close 629.000 above trailing stop 612.856,IN_POSITION,2022-02-06,609.0,612.8561790992648
2022-03-14,620.0,HOLD,close 620.000 above trailing stop 612.856,IN_POSITION,2022-02-06,609.0,612.8561790992648
2022-03-15,625.0,HOLD,close 625.000 above trailing stop 612.856,IN_POSITION,2022-02-06,609.0,612.8561790992648
2022-03-16,634.0,HOLD,close 634.000 above trailing stop 612.856,IN_POSITION,2022-02-06,609.0,612.8561790992648
2022-03-17,627.0,HOLD,close 627.000 above trailing stop 612.856,IN_POSITION,2022-02-06,609.0,612.8561790992648
2022-03-20,625.0,HOLD,close 625.000 above trailing stop 612.856,IN_POSITION,2022-02-06,609.0,612.8561790992648
2022-03-21,624.0,HOLD,close 624.000 above trailing stop 612.856,IN_POSITION,2022-02-06,609.0,612.8561790992648
2022-03-22,624.0,HOLD,close 624.000 above trailing stop 612.856,IN_POSITION,2022-02-06,609.0,612.8561790992648
2022-03-23,624.0,HOLD,close 624.000 above trailing stop 612.856,IN_POSITION,2022-02-06,609.0,612.8561790992648
2022-03-24,630.0,HOLD,close 630.000 above trailing stop 612.856,IN_POSITION,2022-02-06,609.0,612.8561790992648
2022-03-27,630.0,HOLD,close 630.000 above trailing stop 612.856,IN_POSITION,2022-02-06,609.0,612.8561790992648
2022-03-28,625.0,HOLD,close 625.000 above trailing stop 612.856,IN_POSITION,2022-02-06,609.0,612.8561790992648
2022-03-29,619.0,HOLD,close 619.000 above trailing stop 612.856,IN_POSITION,2022-02-06,609.0,612.8561790992648
2022-03-30,622.0,HOLD,close 622.000 above trailing stop 613.242,IN_POSITION,2022-02-06,609.0,613.2417239622548
2022-03-31,628.0,HOLD,close 628.000 above trailing stop 613.242,IN_POSITION,2022-02-06,609.0,613.2417239622548
2022-04-03,626.0,HOLD,close 626.000 above trailing stop 613.795,IN_POSITION,2022-02-06,609.0,613.7951599470462
2022-04-04,607.0,SELL_SIGNAL,close 607.000 broke trailing stop 613.795 (chandelier 3.5x ATR14 off high 638.000),EXIT_SIGNAL,2022-02-06,609.0,613.7951599470462
2022-04-05,603.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-04-06,610.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-04-07,614.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-04-10,614.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-04-11,627.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-04-12,629.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-04-13,629.0,BUY,EMA10 crossed above EMA30 with close 629.000 above EMA50 618.320 (intermediate trend turned),IN_POSITION,2022-04-13,629.0,600.2625074314241
2022-04-14,630.0,HOLD,close 630.000 above trailing stop 601.065,IN_POSITION,2022-04-13,629.0,601.0651854720367
2022-04-17,670.0,HOLD,close 670.000 above trailing stop 627.382,IN_POSITION,2022-04-13,629.0,627.3819579383197
2022-04-18,649.0,HOLD,close 649.000 above trailing stop 627.382,IN_POSITION,2022-04-13,629.0,627.3819579383197
2022-04-19,655.0,HOLD,close 655.000 above trailing stop 627.382,IN_POSITION,2022-04-13,629.0,627.3819579383197
2022-04-20,652.0,HOLD,close 652.000 above trailing stop 627.382,IN_POSITION,2022-04-13,629.0,627.3819579383197
2022-04-21,651.0,HOLD,close 651.000 above trailing stop 627.382,IN_POSITION,2022-04-13,629.0,627.3819579383197
2022-04-24,650.0,HOLD,close 650.000 above trailing stop 627.382,IN_POSITION,2022-04-13,629.0,627.3819579383197
2022-04-25,650.0,HOLD,close 650.000 above trailing stop 627.382,IN_POSITION,2022-04-13,629.0,627.3819579383197
2022-04-26,654.0,HOLD,close 654.000 above trailing stop 627.382,IN_POSITION,2022-04-13,629.0,627.3819579383197
2022-04-27,670.0,HOLD,close 670.000 above trailing stop 627.382,IN_POSITION,2022-04-13,629.0,627.3819579383197
2022-04-28,681.0,HOLD,close 681.000 above trailing stop 632.567,IN_POSITION,2022-04-13,629.0,632.5674125265281
2022-05-05,682.0,HOLD,close 682.000 above trailing stop 632.777,IN_POSITION,2022-04-13,629.0,632.7768830603475
2022-05-08,664.0,HOLD,close 664.000 above trailing stop 632.777,IN_POSITION,2022-04-13,629.0,632.7768830603475
2022-05-09,663.0,HOLD,close 663.000 above trailing stop 632.777,IN_POSITION,2022-04-13,629.0,632.7768830603475
2022-05-10,651.0,HOLD,close 651.000 above trailing stop 632.777,IN_POSITION,2022-04-13,629.0,632.7768830603475
2022-05-11,630.0,SELL_SIGNAL,close 630.000 broke trailing stop 632.777 (chandelier 3.5x ATR14 off high 682.000),EXIT_SIGNAL,2022-04-13,629.0,632.7768830603475
2022-05-12,608.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-05-16,602.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-05-17,622.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-05-18,638.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-05-19,642.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-05-22,637.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-05-23,615.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-05-24,607.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-05-25,611.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-05-26,616.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-05-29,627.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-05-30,626.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-05-31,630.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-06-01,627.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-06-02,617.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-06-05,611.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-06-06,615.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-06-07,609.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-06-08,606.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-06-09,608.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-06-12,601.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-06-13,600.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-06-14,599.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-06-15,603.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-06-16,614.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-06-19,605.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-06-20,595.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-06-21,601.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-06-22,598.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-06-23,593.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-06-26,597.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-06-27,597.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-06-28,597.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-06-29,597.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-06-30,594.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-07-03,596.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-07-04,597.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-07-05,598.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-07-06,592.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-07-07,591.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-07-14,592.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-07-17,596.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-07-18,600.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-07-19,599.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-07-20,602.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-07-21,608.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-07-24,604.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-07-25,605.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-07-26,605.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-07-27,609.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-07-28,605.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-08-01,614.0,BUY,EMA10 crossed above EMA30 with close 614.000 above EMA50 607.962 (intermediate trend turned),IN_POSITION,2022-08-01,614.0,586.1393269535747
2022-08-02,614.0,HOLD,close 614.000 above trailing stop 586.139,IN_POSITION,2022-08-01,614.0,586.1393269535747
2022-08-03,610.0,HOLD,close 610.000 above trailing stop 586.870,IN_POSITION,2022-08-01,614.0,586.8701339548679
2022-08-04,613.0,HOLD,close 613.000 above trailing stop 587.808,IN_POSITION,2022-08-01,614.0,587.8079815295202
2022-08-07,610.0,HOLD,close 610.000 above trailing stop 588.429,IN_POSITION,2022-08-01,614.0,588.4288399916974
2022-08-08,614.0,HOLD,close 614.000 above trailing stop 589.005,IN_POSITION,2022-08-01,614.0,589.0053514208619
2022-08-09,613.0,HOLD,close 613.000 above trailing stop 589.791,IN_POSITION,2022-08-01,614.0,589.7906834622289
2022-08-10,615.0,HOLD,close 615.000 above trailing stop 591.520,IN_POSITION,2022-08-01,614.0,591.5199203577839
2022-08-11,617.0,HOLD,close 617.000 above trailing stop 593.697,IN_POSITION,2022-08-01,614.0,593.6970689036565
2022-08-14,612.0,HOLD,close 612.000 above trailing stop 594.112,IN_POSITION,2022-08-01,614.0,594.1115639819668
2022-08-15,616.0,HOLD,close 616.000 above trailing stop 594.112,IN_POSITION,2022-08-01,614.0,594.1115639819668
2022-08-16,621.0,HOLD,close 621.000 above trailing stop 597.657,IN_POSITION,2022-08-01,614.0,597.6574199640428
2022-08-17,628.0,HOLD,close 628.000 above trailing stop 604.075,IN_POSITION,2022-08-01,614.0,604.0747471094683
2022-08-18,622.0,HOLD,close 622.000 above trailing stop 604.075,IN_POSITION,2022-08-01,614.0,604.0747471094683
2022-08-21,620.0,HOLD,close 620.000 above trailing stop 604.246,IN_POSITION,2022-08-01,614.0,604.2455727627558
2022-08-22,619.0,HOLD,close 619.000 above trailing stop 604.246,IN_POSITION,2022-08-01,614.0,604.2455727627558
2022-08-23,626.0,HOLD,close 626.000 above trailing stop 604.246,IN_POSITION,2022-08-01,614.0,604.2455727627558
2022-08-24,623.0,HOLD,close 623.000 above trailing stop 604.246,IN_POSITION,2022-08-01,614.0,604.2455727627558
2022-08-25,620.0,HOLD,close 620.000 above trailing stop 604.821,IN_POSITION,2022-08-01,614.0,604.8208898291615
2022-08-28,616.0,HOLD,close 616.000 above trailing stop 604.977,IN_POSITION,2022-08-01,614.0,604.97654055565
2022-08-29,615.0,HOLD,close 615.000 above trailing stop 605.371,IN_POSITION,2022-08-01,614.0,605.3710733731035
2022-08-30,612.0,HOLD,close 612.000 above trailing stop 605.487,IN_POSITION,2022-08-01,614.0,605.4874252750247
2022-08-31,605.0,SELL_SIGNAL,close 605.000 broke trailing stop 605.487 (chandelier 3.5x ATR14 off high 628.000),EXIT_SIGNAL,2022-08-01,614.0,605.4874252750247
2022-09-01,600.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-09-04,605.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-09-05,593.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-09-06,593.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-09-07,590.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-09-08,588.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-09-11,592.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-09-12,594.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-09-13,599.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-09-14,593.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-09-15,591.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-09-18,589.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-09-19,585.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-09-20,585.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-09-21,583.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-09-22,580.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-09-25,574.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-09-26,571.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-09-27,587.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-09-28,585.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-10-02,571.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-10-03,587.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-10-04,594.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-10-05,595.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-10-06,590.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-10-10,585.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-10-11,587.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-10-12,580.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-10-13,580.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-10-16,572.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-10-17,573.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-10-18,588.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-10-19,586.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-10-20,596.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-10-23,590.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-10-24,586.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-10-25,591.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-10-26,596.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-10-27,597.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-10-30,598.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-10-31,599.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-11-01,604.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-11-02,604.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-11-03,600.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-11-06,601.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-11-07,605.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-11-08,605.0,WAIT,no qualifying breakout,NO_POSITION,,,
2022-11-09,609.0,BUY,"fresh 40-session high, close 609.000 broke ceiling 607.000",IN_POSITION,2022-11-09,609.0,585.0778796764156
2022-11-10,606.0,HOLD,close 606.000 above trailing stop 585.537,IN_POSITION,2022-11-09,609.0,585.5366025566716
2022-11-13,608.0,HOLD,close 608.000 above trailing stop 585.713,IN_POSITION,2022-11-09,609.0,585.7125595169094
